"Tenid","CondType","CondNo","Seq","CondText","CategoryId"
"L16/91","Condition","19","19","The construction and operation of the project and measures to protect the environment to be carried out in accordance with the document titled:
* ""(Reg ID: 36609) Carina Iron Ore Project - Mining Proposal Amendment - Changes to Site Layout - Revised Version 3, M77/1244, L16/91"" dated 16 April 2013 signed by Sean Gregory, General Manager, Exploration and Development, Polaris Metals Pty Ltd and retained on Department of Mines and Petroleum file No. EARS-MP-36609;
* Letter titled ""Re: Mining Proposal Amendment Carina Iron Ore Project - Changes to Site Layout - M77/1244, L16/91 Revised Version 3"" dated 28 May 2013 signed Peter Walters, Group Manager, Umwelt Pty Ltd;
* (MP Reg ID 41955) ""Mining Proposal; Carina Iron Ore Project; Yilgarn Region WA"" dated 27 September 2013 signed by Marc Ducler and retained on Department of Mines and Petroleum File No. EARS-MP-41955;
* (MP Reg ID 45594) ""Letter of Intent: Change to Disturbance Locations under MP Reg ID 41955"" dated 9 January 2014 signed by Andrew Cameron and retained on Department of Mines and Petroleum File No. EARS-MP-45594;
* (MCP Reg ID 54718) ""Carina Iron Ore Project Mine Closure Plan"" dated 29 December 2017 signed by Luke Cox and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MCP-54718 as Doc ID 5464972
Where a difference exists between the above document(s) and the following conditions, then the following conditions shall prevail:",0
"G51/13","Condition","8","9","On completion of operations or progressively if possible, all disturbed areas being covered with topsoil, deep ripped and revegetated with local native trees, shrubs and grasses.",0
"L77/291","Condition","4","4","To construct a fence around all wells, bores, storage tanks, pumping stations and any other installations as determined by the Environmental Officer, Department of Mines, Industry Regulation and Safety (DMIRS) having such dimensions and to be constructed of such materials and be of such standard as determined by the Environmental Officer, DMIRS.",0
"L80/43","Condition","17","19","The rights of ingress to and egress from the Licence being at all reasonable times preserved to officers of Water and Rivers Commission for inspection and investigation purposes.",0
"L77/203","Condition","5","5","On the completion of the life of mining operations in relation to this licence the holder shall:
* remove all installations constructed pursuant to this licence;
* cover over all wells and holes in the ground to such degree of safety as shall be determined by the District Inspector of Mines; and
* on such areas cleared of natural growth by the holder or any of its agents, the holder shall plant trees and/or shrubs and/or any other plant as shall conform to the general pattern and type of growth in the area and as directed by the Environmental Officer, Department of Industry and Resources and properly maintain same until the Environmental Officer advises regrowth is self supporting;
unless the Minister responsible for the Mining Act 1978 orders or consents otherwise.",0
"L52/191","Condition","14","14","No alteration or expansion of mining operations beyond the activities detailed in Table 26 and Tables 04 – 25 of the Mining Proposal (Reg ID 81517) ""Fortnum Mining Proposal Version 3"" dated 31 July 2019 signed by Cheryl Low, and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MPMCP-81517 as Doc ID 6731892.",0
"M24/60","Condition","15","19","Any alteration or expansion of operations within the lease boundaries beyond that outlined in the above document not commencing until a plan of operations and a programme to safeguard the environment are submitted to the State Mining Engineer for his assessment and until his written approval to proceed has been obtained.",0
"M45/107","Condition","24","37","A Mine Closure Plan is to be submitted in the Annual Environmental Reporting month specified in tenement conditions in the year specified below, unless otherwise directed by an Environmental Officer, DMIRS. The Mine Closure Plan is to be prepared in accordance with the ""Guidelines for Preparing Mine Closure Plans"" available on DMIR's website:
* 2019",0
"E08/2205","Condition","7","7","No interference with Geodetic Survey Station R638 and mining within 15 metres thereof being confined to below a depth of 15 metres from the natural surface.",0
"G70/241","Endorsement","1","18","The Lessee's attention is drawn to the provisions of the :
* Aboriginal Heritage Act 1972 and any Regulations thereunder;
* Water and Rivers Commission Act 1995 and any Regulations thereunder; and
* Identification of environmental sensitive wetlands listed within the RAMSAR Convention 1971, Australian Nature Conservation Agency's Directory of important wetlands, the National Estates Register and the Environmental Protection Policies 1999.",0
"M59/268","Condition","8","11","The construction and operation of the project and measures to protect the environment being carried out generally in accordance with the letter of intent received in the Perth Inspectorate dated 08 May 1993 and retained on Minerals and Energy Department File No. 2065-92.Where a difference exists between the above document(s) and the following conditions, then the following conditions shall prevail.",0
"M53/910","Condition","9","12","The construction and operation of the project and measures to protect the environment being carried out generally in accordance with the document titled:
* ""Notice of Intent to Construct a Causeway to the Williamson and Carroll-Prior Prospects on Lake Way"" dated May 2002 (NOI 4003) and retained on Department of Mineral and Petroleum Resources File No. 5234/02.
* ""Causeway Construction Trial - Extension"" dated 19 December 2003 (NOI 4491) and signed by Mr Andrew Chapman and retained on Department of Industry and Resources File No. E2641/200301.
Where a difference exists between the above document(s) and the following conditions, then the following conditions shall prevail.",0
"L45/409","Condition","29","32","Report any breach of environmental outcome or performance criteria stated in Table 22 of the Mining Proposal (Reg ID 83208) “Pilgangoora Lithium Project Revision 3” dated 18 October 2019 signed by Stephen Danti, and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MPMCP-83208 as Doc ID 6993690, to the Executive Director, Resource and Environmental Compliance Division, Department of Mines, Industry Regulation and Safety within 24 hours of becoming aware of the occurrence of the breach.",0
